concept_id	entry_id	dag	dag_translit	dag_translat	target_lang	target_lang_gltc	source	comment_source_entry	sep_entry_id	category_from_source	source_lexeme	translit_source	translit	translat_source	en_dict	ru_dict	comment_concept	comment_concept_source	comment_annotator	concept_source	donor_lang	donor_lang_gltc
4	26	ахират	NA	NA	Avar	avar1256	zabitov2001	NA	21	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	28	ахират	NA	NA	Bezhta	bezh1248	zabitov2001	NA	23	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	33	ахырат	NA	NA	Budukh	budu1248	zabitov2001	NA	26	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	34	ахрат	NA	NA	Budukh	budu1248	zabitov2001	NA	27	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	27	ахират	NA	NA	Chamalal	cham1309	zabitov2001	NA	22	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	37	эхарт	NA	NA	Chechen	chec1245	zabitov2001	NA	30	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	31	ахират	NA	NA	Dargwa	darg1241	zabitov2001	NA	25	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	38	аьхарт	NA	NA	Ingush	ingu1240	zabitov2001	NA	31	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	30	ахират	NA	NA	Lak	lakk1252	zabitov2001	NA	25	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	35	эхират	NA	NA	Lezgian	lezg1247	zabitov2001	NA	28	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	36	эхирет	NA	NA	Rutul	rutu1240	zabitov2001	NA	29	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
4	29	ахират	NA	NA	Tsez	dido1241	zabitov2001	NA	24	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	آخرة	ˀaxira[t]	ʔāḫirat	конец, загробный (потусторонний) мир, загробная жизнь	NA	1. ж. от آخِرٌ последний, конечный; 2. конец, окончание; * ~ ال загробная жизнь	NA	Слово представлено и в абхазско-адыгских языках: адыгск. ахърэт абх. ахъарат абаз. ахърат убых. ахьрет 'загробный мир' [см. Шагиров 1977 I: 65].	NA	zabitov2001	Arabic	stan1318
5	50	дженнет	NA	NA	Agul	aghu1253	zabitov2001	NA	41	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	46	алшун	NA	NA	Archi	arch1244	zabitov2001	NA	39	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	39	алжан	NA	NA	Avar	avar1256	zabitov2001	NA	32	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	43	алжан	NA	NA	Bezhta	bezh1248	zabitov2001	NA	36	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	40	арджан	NA	NA	Botlikh	botl1242	zabitov2001	NA	33	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	51	джаьннаьт	NA	NA	Budukh	budu1248	zabitov2001	NA	42	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	41	гІалджан	NA	NA	Chamalal	cham1309	zabitov2001	NA	34	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	45	гьалжана	NA	NA	Dargwa	darg1241	zabitov2001	NA	38	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	44	алжан	NA	NA	Lak	lakk1252	zabitov2001	NA	37	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	48	женнет	NA	NA	Lezgian	lezg1247	zabitov2001	NA	40	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	49	дженнет	NA	NA	Rutul	rutu1240	zabitov2001	NA	41	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	47	женнет	NA	NA	Tabasaran	taba1259	zabitov2001	NA	40	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	42	гІалжан	NA	NA	Tsez	dido1241	zabitov2001	NA	35	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
5	52	джаьннаьт	NA	NA	Udi	udii1243	zabitov2001	NA	42	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	جنّة	ǯanna[t]	jannat	рай	NA	сад; ~ ال рай	NA	Распространено в языках Северного Кавказа [Шагиров 1977 I: 194].	NA	zabitov2001	Arabic	stan1318
6	56	сиратІ	NA	NA	Bezhta	bezh1248	zabitov2001	NA	45	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	صراط	ṣirāṭ	ṣirāṭ	NA	NA	коран. путь, дорога (ср. سِرَاطٌ)	NA	Об осетинском см. [Абаев 1958: 411]	NA	zabitov2001	Arabic	stan1318
6	53	СиратІ-улІ	NA	NA	Chamalal	cham1309	zabitov2001	NA	43	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	صراط	ṣirāṭ	ṣirāṭ	NA	NA	коран. путь, дорога (ср. سِرَاطٌ)	NA	Об осетинском см. [Абаев 1958: 411]	NA	zabitov2001	Arabic	stan1318
6	57	сиратІ	NA	‘сират (мост над адом по которому должны проходить души умерших; грешники падают в ад а праведники проходят по нему в рай)’	Dargwa	darg1241	zabitov2001	NA	45	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	صراط	ṣirāṭ	ṣirāṭ	NA	NA	коран. путь, дорога (ср. سِرَاطٌ)	NA	Об осетинском см. [Абаев 1958: 411]	NA	zabitov2001	Arabic	stan1318
6	54	ссиратІ	NA	NA	Lak	lakk1252	zabitov2001	NA	44	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	صراط	ṣirāṭ	ṣirāṭ	NA	NA	коран. путь, дорога (ср. سِرَاطٌ)	NA	Об осетинском см. [Абаев 1958: 411]	NA	zabitov2001	Arabic	stan1318
6	55	сиратІ	NA	NA	Tsez	dido1241	zabitov2001	NA	45	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	صراط	ṣirāṭ	ṣirāṭ	NA	NA	коран. путь, дорога (ср. سِرَاطٌ)	NA	Об осетинском см. [Абаев 1958: 411]	NA	zabitov2001	Arabic	stan1318
7	67	малаик	NA	NA	Agul	aghu1253	zabitov2001	NA	53	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	71	мелейкду	NA	NA	Archi	arch1244	zabitov2001	NA	57	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	58	малаик	NA	NA	Avar	avar1256	zabitov2001	NA	46	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	61	малаик	NA	NA	Bezhta	bezh1248	zabitov2001	NA	49	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	69	малайик	NA	NA	Budukh	budu1248	zabitov2001	NA	55	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	60	мал¶к	NA	NA	Chamalal	cham1309	zabitov2001	NA	48	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	70	малик	NA	NA	Chechen	chec1245	zabitov2001	NA	56	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	64	малаик	NA	NA	Dargwa	darg1241	zabitov2001	NA	52	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	59	малаики	NA	NA	Godoberi	ghod1238	zabitov2001	NA	47	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	63	малаик	NA	NA	Lak	lakk1252	zabitov2001	NA	51	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	66	малаик	NA	NA	Lezgian	lezg1247	zabitov2001	NA	53	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	68	маллаъик	NA	NA	Rutul	rutu1240	zabitov2001	NA	54	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	65	малаик	NA	NA	Tabasaran	taba1259	zabitov2001	NA	53	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
7	62	малаик	NA	NA	Tsez	dido1241	zabitov2001	NA	50	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	ملك/ ملائکة	malak (sg.) / malaˀika[t] (pl.)	malak / malāʔikat	ангел	NA	ангел	NA	Ср. адыг. мэлыІыч, мэлэІич, абх. а-маалыкь, абаз. мальаик, убых. малаик [Шагиров 1977 I: 265]. Об осетинском см. [Абаев 1973: 88].	NA	zabitov2001	Arabic	stan1318
8	73	гьурул’ен	NA	NA	Archi	arch1244	zabitov2001	NA	59	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	حُورِيَّةٌ	ḥûriyya	ḥūriyyat	гурия (райская дева)	NA	гурия; нимфа	NA	NA	NA	zabitov2001	Arabic	stan1318
8	72	хIуруэн	NA	NA	Lak	lakk1252	zabitov2001	NA	58	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	حُورِيَّةٌ	ḥûriyya	ḥūriyyat	гурия (райская дева)	NA	гурия; нимфа	NA	NA	NA	zabitov2001	Arabic	stan1318
8	74	гьуьри	NA	‘гурия’	Lezgian	lezg1247	zabitov2001	NA	60	Религионзные понятия; названия существ и явлений, связанных с потусторонним миром	حُورِيَّةٌ	ḥûriyya	ḥūriyyat	гурия (райская дева)	NA	гурия; нимфа	NA	NA	NA	zabitov2001	Arabic	stan1318
